,zipcode,state,target_clean,total_schools,has_preschool,has_elementary_school,has_middle_school,has_highschool,best_preschool_rating,best_elementary_school_rating,best_middle_school_rating,best_highschool_rating,preschool_distance,elementary_school_distance,middle_school_distance,highschool_distance,pool,sqft_clean,beds_clean,baths_int,has_half_bath,stories_int,is_split_level,fireplaces,has_firepit,heating_forced_air,heating_gas,heating_electric,heating_heat_pump,heating_oil,heating_baseboard,heating_radiant,heating_hot_water_steam,heating_central,heating_other,no_heating,cooling_central,cooling_heat_pump,cooling_evaporative,cooling_window_wall,cooling_fans,cooling_zoned,cooling_other,cooling_no,parking_garage,parking_carport,parking_driveway,parking_off_street,parking_other,parking_spaces,was_remodeled,city_clean,is_foreclosure,type_lot_land,type_single_family,type_condo,type_traditional,type_townhouse,type_multi_family,type_coop,type_mobile_manufactured,type_apartment,type_penthouse,type_farm_ranch,type_other,lotsize_clean,type_sum,house_age,is_new_construction,is_historical,best_preschool_rating_missing,best_elementary_school_rating_missing,best_middle_school_rating_missing,best_highschool_rating_missing
2844,92201,CA,599990.0,3,0,1,1,1,0.0,3.0,3.0,3.0,100.0,0.9,0.9,4.8,0,2538.0,4.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,indio,0,0,1,0,0,0,0,0,0,0,0,0,0,13068.0,1,21.0,0,0,0,0,0,0
2846,28205,NC,230000.0,8,1,1,1,1,6.0,6.0,7.0,4.0,0.8,0.8,1.7,2.3,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,charlotte,0,1,0,0,0,0,0,0,0,0,0,0,0,8364.0,1,0.0,0,0,0,0,0,0
2847,89121,NV,132000.0,3,1,1,1,1,4.0,4.0,2.0,3.0,0.7,0.7,0.8,1.7,0,1029.0,2.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,las vegas,0,0,0,1,0,0,0,0,0,0,0,0,0,1029.0,1,32.0,0,0,0,0,0,0
2848,32835,FL,115000.0,3,1,1,1,1,3.0,7.0,3.0,7.0,1.4,2.9,3.1,2.9,0,627.0,1.0,1.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,orlando,0,0,0,1,0,0,0,0,0,0,0,0,0,627.0,1,37.0,0,0,0,0,0,0
2849,77019,TX,599000.0,5,1,1,1,1,9.0,5.0,9.0,5.0,0.4,2.6,0.4,2.6,0,3162.0,,1.0,0,3.0,0,2.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,houston,0,0,0,0,1,0,0,0,0,0,0,0,0,5000.0,1,90.0,0,0,0,0,0,0
2850,89121,NV,165000.0,3,1,1,1,1,3.0,3.0,0.0,3.0,0.26,1.24,1.64,1.24,0,1065.0,2.0,2.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,las vegas,0,0,0,0,0,1,0,0,0,0,0,0,0,5227.0,1,48.0,0,0,0,0,1,0
2851,44113,OH,249000.0,8,1,1,1,1,0.0,6.0,5.0,5.0,0.99,3.3,1.3,8.3,0,1351.0,2.0,2.0,0,1.0,0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland,0,0,0,1,0,1,0,0,0,0,0,0,0,1351.0,2,106.0,0,1,1,0,0,0
2852,44108,OH,44500.0,63,1,1,1,1,8.0,8.0,8.0,6.0,8.38,8.38,8.38,7.04,0,1030.0,4.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,cleveland,0,0,0,0,0,0,1,0,0,0,0,0,0,4000.0,1,110.0,0,1,0,0,0,0
2853,33137,FL,345000.0,2,1,1,1,1,10.0,10.0,10.0,2.0,22.2,22.2,22.2,1.3,0,1163.0,2.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,miami,0,0,0,1,0,0,0,0,0,0,0,0,0,1163.0,1,18.0,0,0,0,0,0,0
2854,33161,FL,105000.0,5,1,1,1,1,10.0,4.0,10.0,3.0,29.3,0.5,29.3,0.2,0,710.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,north miami,0,0,0,0,0,0,0,0,0,0,0,0,1,710.0,1,58.0,0,0,0,0,0,0
2855,78040,TX,500000.0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0,7202.0,,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,laredo,0,0,0,0,0,0,1,0,0,0,0,0,0,9644.0,1,66.0,0,0,0,0,0,0
2856,37042,TN,159900.0,3,0,1,1,1,0.0,8.0,7.0,6.0,100.0,1.2,1.6,1.5,0,1410.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,clarksville,0,0,1,0,0,0,0,0,0,0,0,0,0,8712.0,1,33.0,0,0,0,0,0,0
2858,27606,NC,599000.0,3,1,1,1,1,5.0,6.0,4.0,6.0,1.4,2.9,2.0,2.9,0,3393.0,,1.0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,raleigh,0,0,0,0,1,0,0,0,0,0,0,0,0,47916.0,1,37.0,0,0,0,0,0,0
2859,77019,TX,600000.0,3,1,1,1,1,5.0,6.0,10.0,6.0,0.57,1.16,0.34,1.16,0,2934.0,3.0,4.0,0,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,houston,0,0,0,0,0,1,0,0,0,0,0,0,0,2457.0,1,28.0,0,0,0,0,0,0
2860,17401,PA,60000.0,2,1,1,1,1,2.0,2.0,2.0,2.0,0.8,0.8,0.8,1.1,0,1612.0,4.0,1.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,york,0,0,0,0,0,1,0,0,0,0,0,0,0,1528.0,1,101.0,0,1,0,0,0,0
2861,33179,FL,165000.0,5,1,1,1,1,10.0,10.0,10.0,5.0,31.1,28.4,30.114899999999906,1.47,1,1116.0,2.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,miami,0,0,0,1,0,0,0,0,0,0,0,0,0,1116.0,1,59.0,0,0,0,0,0,0
2862,78748,TX,324901.0,3,1,1,1,1,4.0,4.0,6.0,4.0,0.3,0.3,2.6,3.0,0,1786.0,,,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,austin,0,0,0,0,0,0,0,0,0,1,0,0,0,6098.0,1,41.0,0,0,0,0,0,0
2863,32137,FL,39500.0,3,1,1,1,1,7.0,7.0,7.0,5.0,11.04,11.04,11.04,1.51,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,palm coast,0,1,0,0,0,0,0,0,0,0,0,0,0,10890.0,1,0.0,0,0,0,0,0,0
2864,77386,TX,320000.0,2,1,1,1,0,10.0,10.0,8.0,0.0,0.61,0.61,2.82,100.0,0,2607.0,4.0,3.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,spring,0,0,1,0,0,0,0,0,0,0,0,0,0,7601.0,1,12.0,0,0,0,0,0,0
2866,89106,NV,225000.0,3,1,1,1,1,3.0,7.0,7.0,7.0,0.19,0.36,0.36,0.36,0,1493.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,las vegas,0,0,1,0,0,0,0,0,0,0,0,0,0,3920.0,1,22.0,0,0,0,0,0,0
2868,33178,FL,359000.0,2,1,1,1,1,10.0,10.0,10.0,8.0,19.3,19.3,19.3,2.0,0,1898.0,3.0,3.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,doral,0,0,0,0,0,1,0,0,0,0,0,0,0,1898.0,1,32.0,0,0,0,0,0,0
2869,33141,FL,230000.0,3,1,1,1,1,10.0,10.0,10.0,5.0,26.1,26.1,26.1,3.1,0,1030.0,2.0,2.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,north bay village,0,0,0,1,0,0,0,0,0,0,0,0,0,1030.0,1,39.0,0,0,0,0,0,0
2870,33709,FL,319000.0,3,0,1,1,1,0.0,4.0,3.0,4.0,100.0,0.5,1.0,0.5,1,1608.0,3.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,saint petersburg,0,0,1,0,0,0,0,0,0,0,0,0,0,10027.0,1,67.0,0,0,0,0,0,0
2871,79938,TX,168950.0,2,1,1,1,0,8.0,8.0,7.0,0.0,1.61,1.61,1.61,100.0,0,1487.0,4.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,el paso,0,0,1,0,0,0,0,0,0,0,0,0,0,5192.0,1,7.0,1,0,0,0,0,0
2872,44117,OH,25000.0,3,0,1,1,1,0.0,3.0,4.0,4.0,100.0,1.5,0.6,0.6,0,800.0,,,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,euclid,0,0,0,0,0,0,0,0,0,0,0,1,0,9000.0,1,103.0,0,1,0,0,0,0
2873,33015,FL,225000.0,5,1,1,1,1,10.0,10.0,10.0,3.0,29.23,28.4,29.23,0.58,0,992.0,3.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hialeah,0,0,0,1,0,0,0,0,0,0,0,0,0,992.0,1,25.0,0,0,0,0,0,0
2874,28277,NC,499900.0,3,0,1,1,1,0.0,9.0,9.0,9.0,100.0,1.9,1.1,0.9,0,3723.0,4.0,4.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,charlotte,0,0,1,0,0,0,0,0,0,0,0,0,0,10890.0,1,19.0,0,0,0,0,0,0
2875,33024,FL,192000.0,3,1,1,1,1,5.0,7.0,5.0,7.0,0.72,3.2,0.41,3.2,0,1000.0,2.0,2.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pembroke pines,0,0,0,1,0,0,0,0,0,0,0,0,0,1000.0,1,27.0,0,0,0,0,0,0
2876,30319,GA,389900.0,3,1,1,1,1,9.0,9.0,7.0,7.0,1.18,1.18,2.2,2.43,0,1443.0,2.0,3.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,brookhaven,0,0,1,0,0,0,0,0,0,0,0,0,0,8712.0,1,41.0,0,0,0,0,0,0
2877,33330,FL,1575000.0,3,1,1,1,1,7.0,8.0,8.0,8.0,3.4,1.4,2.6,1.4,0,5307.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,davie,0,0,0,0,0,0,0,0,0,0,0,0,1,35719.0,1,17.0,0,0,0,0,0,0
2879,78227,TX,165000.0,3,1,1,1,1,5.0,5.0,3.0,3.0,0.3,0.3,1.6,0.8,0,1514.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,san antonio,0,0,1,0,0,0,0,0,0,0,0,0,0,11761.0,1,64.0,0,0,0,0,0,0
2880,32827,FL,679000.0,5,0,1,1,1,0.0,7.0,7.0,7.0,100.0,0.26,4.18,7.09,1,4145.0,5.0,5.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,orlando,0,0,1,0,0,0,0,0,0,0,0,0,0,14375.0,1,19.0,0,0,0,0,0,0
2881,32819,FL,995000.0,5,1,1,1,1,9.0,9.0,7.0,7.0,0.8,0.8,6.9,6.9,0,4251.0,,,0,3.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,orlando,0,0,0,0,0,0,0,0,0,0,0,0,1,4564.0,1,9.0,1,0,0,0,0,0
2882,93552,CA,309900.0,3,0,1,1,1,0.0,5.0,3.0,5.0,100.0,2.1,1.2,2.1,0,1398.0,3.0,3.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,palmdale,0,0,1,0,0,0,0,0,0,0,0,0,0,5227.0,1,40.0,0,0,0,0,0,0
2883,32827,FL,309900.0,3,1,1,1,1,9.0,9.0,7.0,6.0,1.8,1.8,2.0,1.3,0,1708.0,2.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,orlando,0,0,1,0,0,0,0,0,0,0,0,0,0,4678.0,1,20.0,0,0,0,0,0,0
2884,77008,TX,750888.0,3,1,1,1,1,4.0,4.0,6.0,4.0,0.4,0.4,0.4,0.7,0,1795.0,3.0,2.0,0,1.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,4486.0,1,14.0,0,0,0,0,0,0
2886,37127,TN,164900.0,3,1,1,1,1,5.0,6.0,5.0,6.0,6.2,2.8,4.4,2.8,0,941.0,2.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,murfreesboro,0,0,1,0,0,0,0,0,0,0,0,0,0,4356.0,1,8.0,1,0,0,0,0,0
2887,77023,TX,277000.0,3,1,1,1,1,6.0,6.0,2.0,2.0,0.2,0.2,0.8,1.0,0,2466.0,,,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,houston,0,0,0,0,1,0,0,0,0,0,0,0,0,5000.0,1,88.0,0,0,0,0,0,0
2888,60645,IL,339000.0,3,1,1,1,1,6.0,6.0,6.0,4.0,0.18,0.18,0.18,0.99,0,1394.0,5.0,3.0,0,1.0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,chicago,0,0,1,0,0,0,0,0,0,0,0,0,0,4125.0,1,101.0,0,1,0,0,0,0
2889,32226,FL,361990.0,3,1,1,1,1,9.0,9.0,4.0,4.0,1.3,1.3,3.8,3.2,0,2795.0,4.0,4.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,jacksonville,0,0,1,0,0,0,0,0,0,0,0,0,0,2795.0,1,7.0,1,0,0,0,0,0
2890,92704,CA,449900.0,3,0,1,1,1,0.0,7.0,3.0,7.0,100.0,0.3,0.8,0.3,1,1177.0,2.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,santa ana,0,0,0,1,0,0,0,0,0,0,0,0,0,1177.0,1,46.0,0,0,0,0,0,0
2891,32205,FL,159000.0,3,1,1,1,1,5.0,5.0,3.0,4.0,0.4,0.4,2.46,1.33,0,1171.0,2.0,,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,jacksonville,0,0,1,0,0,0,0,0,0,0,0,0,0,5727.0,1,86.0,0,0,0,0,0,0
2892,37379,TN,194900.0,3,1,1,1,1,4.0,6.0,5.0,5.0,4.8,2.6,3.7,3.7,0,1587.0,,,0,,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,soddy daisy,0,0,0,0,0,0,0,0,0,0,0,0,1,43560.0,1,19.0,0,0,0,0,0,0
2893,44118,OH,100000.0,3,0,1,1,1,0.0,4.0,4.0,2.0,100.0,0.42,1.68,1.81,0,1706.0,3.0,2.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,cleveland heights,0,0,1,0,0,0,0,0,0,0,0,0,0,5500.0,1,106.0,0,1,0,0,0,0
2894,98006,WA,1795000.0,3,0,1,1,1,0.0,8.0,9.0,8.0,100.0,1.45,0.72,1.45,0,4539.0,7.0,8.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,bellevue,0,0,1,0,0,0,0,0,0,0,0,0,0,9641.0,1,8.0,1,0,0,0,0,0
2895,14225,NY,110000.0,2,1,1,0,1,2.0,4.0,0.0,4.0,1.48,1.38,100.0,1.38,0,1322.0,3.0,,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,cheektowaga,0,0,1,0,0,0,0,0,0,0,0,0,0,8100.0,1,78.0,0,0,0,0,0,0
2896,33054,FL,224242.0,2,1,1,1,1,10.0,10.0,10.0,6.0,26.3,26.3,26.3,3.5,1,927.0,2.0,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,opa locka,0,0,1,0,0,0,0,0,0,0,0,0,0,7156.0,1,77.0,0,0,0,0,0,0
2897,33710,FL,274900.0,3,1,1,1,1,3.0,6.0,3.0,6.0,0.3,2.6,1.1,2.6,0,992.0,,,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,saint petersburg,0,0,0,0,0,0,0,0,0,0,0,0,1,5101.0,1,55.0,0,0,0,0,0,0
2898,33325,FL,699000.0,3,1,1,1,1,5.0,8.0,8.0,8.0,0.43,0.42,2.5,0.42,1,2242.0,4.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,davie,0,0,1,0,0,0,0,0,0,0,0,0,0,37026.0,1,39.0,0,0,0,0,0,0
2899,75220,TX,1049000.0,3,1,1,1,1,10.0,10.0,3.0,3.0,0.81,0.81,0.77,0.68,1,3958.0,4.0,6.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,dallas,0,0,1,0,0,0,0,0,0,0,0,0,0,10155.0,1,19.0,0,0,0,0,0,0
2900,32210,FL,170500.0,3,0,1,1,1,0.0,4.0,2.0,4.0,100.0,2.5,2.0,2.5,0,1842.0,4.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,jacksonville,0,0,1,0,0,0,0,0,0,0,0,0,0,10454.0,1,17.0,0,0,0,0,0,0
2901,33064,FL,209221.0,3,1,1,1,1,3.0,4.0,4.0,4.0,1.9,1.0,1.2,1.0,0,1525.0,3.0,,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,pompano beach,1,0,1,0,0,0,0,0,0,0,0,0,0,7733.0,1,71.0,0,0,0,0,0,0
2902,44125,OH,69900.0,5,1,1,1,1,3.0,3.0,9.0,3.0,0.8,0.5,0.9,0.5,0,1236.0,,,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,garfield heights,0,0,0,0,0,0,0,0,0,0,0,0,1,5998.0,1,72.0,0,0,0,0,0,0
2904,33955,FL,10000.0,6,1,1,1,1,7.0,10.0,5.0,10.0,10.7,10.6,10.7,10.6,0,0.0,,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,punta gorda,0,1,0,0,0,0,0,0,0,0,0,0,0,10146.0,1,0.0,0,0,0,0,0,0
2905,19103,PA,1295000.0,2,0,1,1,1,0.0,6.0,6.0,1.0,100.0,0.28,0.28,1.11,0,2160.0,3.0,3.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philadelphia,0,0,0,1,0,0,0,0,0,0,0,0,0,2160.0,1,66.0,0,0,0,0,0,0
2906,77056,TX,1899000.0,3,1,1,1,1,7.0,7.0,5.0,2.0,0.99,0.99,0.67,2.29,1,5607.0,5.0,7.0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,houston,0,0,1,0,0,0,0,0,0,0,0,0,0,17860.0,1,36.0,0,0,0,0,0,0
2907,33137,FL,385000.0,5,1,1,1,1,10.0,3.0,10.0,2.0,23.7,0.9,23.7,1.4,0,1809.0,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,miami,0,0,0,0,0,0,0,0,0,0,0,0,1,5600.0,1,20.0,0,0,0,0,0,0
2908,11414,NY,625000.0,3,1,1,1,1,7.0,7.0,7.0,3.0,0.71,0.71,1.55,1.98,0,1960.0,2.0,3.0,0,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,jamaica,0,0,1,0,0,0,0,0,0,0,0,0,0,2200.0,1,56.0,0,0,0,0,0,0
2909,38138,TN,140000.0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0,0.0,,,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,germantown,0,1,0,0,0,0,0,0,0,0,0,0,0,19602.0,1,0.0,0,0,0,0,0,0
2910,37377,TN,489000.0,8,1,1,1,1,0.0,8.0,7.0,7.0,0.99,6.5,6.7,6.7,0,3200.0,4.0,4.0,1,1.0,0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,signal mountain,0,0,1,0,0,0,0,0,0,0,0,0,0,65340.0,1,7.0,1,0,1,0,0,0
2911,33132,FL,1290000.0,6,1,1,1,1,10.0,10.0,10.0,2.0,22.5,22.5,22.5,0.8,1,1200.0,2.0,3.0,0,2.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,miami,0,0,0,1,0,0,0,0,0,0,0,0,0,1223.0,1,7.0,1,0,0,0,0,0
2912,33060,FL,1250000.0,3,1,1,1,1,3.0,3.0,4.0,3.0,0.6,2.03,1.44,2.03,1,1203.0,3.0,4.0,0,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,pompano beach,0,0,1,0,0,0,0,0,0,0,0,0,0,7000.0,1,8.0,1,0,0,0,0,0
2913,1129,MA,208000.0,3,0,1,1,1,0.0,4.0,3.0,1.0,100.0,0.9,0.7,3.1,0,2132.0,4.0,3.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,springfield,0,0,1,0,0,0,0,0,0,0,0,0,0,22216.0,1,80.0,0,0,0,0,0,0
2914,34953,FL,699999.0,8,1,1,1,1,5.0,8.0,8.0,5.0,3.13,4.92,4.92,2.57,1,4002.0,4.0,3.0,0,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,port saint lucie,0,0,1,0,0,0,0,0,0,0,0,0,0,22216.0,1,22.0,0,0,0,0,0,0
2915,20005,DC,699000.0,2,1,1,1,1,8.0,8.0,3.0,3.0,0.2,0.2,1.0,1.0,0,1020.0,2.0,2.0,0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,washington,0,0,0,1,0,0,0,0,0,0,0,0,0,1020.0,1,22.0,0,0,0,0,0,0
2916,33019,FL,819900.0,3,1,1,1,1,3.0,3.0,4.0,3.0,1.74,2.8,3.2,2.8,0,1733.0,2.0,3.0,0,9.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,hollywood,0,0,0,1,0,0,0,0,0,0,0,0,0,1733.0,1,21.0,0,0,0,0,0,0
2918,78233,TX,225000.0,3,1,1,1,1,4.0,4.0,4.0,4.0,1.0,1.0,2.8,3.0,0,3025.0,,,0,,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,live oak,0,0,0,0,0,0,0,0,0,0,0,0,1,5500.0,1,20.0,0,0,0,0,0,0
2920,60622,IL,605000.0,2,1,1,1,1,2.0,2.0,2.0,1.0,0.34,0.34,0.34,7.87,0,2600.0,3.0,3.0,0,3.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,chicago,0,0,0,1,0,0,0,0,0,0,0,0,0,2600.0,1,7.0,1,0,0,0,0,0
2921,33953,FL,19900.0,8,1,1,1,1,5.0,6.0,4.0,6.0,8.0,5.8,5.0,5.8,0,0.0,,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,port charlotte,0,1,0,0,0,0,0,0,0,0,0,0,0,9999.0,1,0.0,0,0,0,0,0,0
2922,90640,CA,69900.0,8,0,1,1,1,0.0,6.0,2.0,6.0,100.0,0.1,0.6,0.1,0,850.0,2.0,2.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,montebello,0,0,0,0,0,0,0,0,1,0,0,0,0,850.0,1,54.0,0,0,0,0,0,0
2923,80033,CO,219900.0,8,1,1,1,1,5.0,5.0,5.0,5.0,0.7,0.7,0.7,1.5,0,1000.0,2.0,3.0,1,2.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,wheat ridge,0,0,0,1,0,1,0,0,0,0,0,0,0,1000.0,2,51.0,0,0,0,0,0,0
